doc_id,cleaned_text,bertopic_topic,bertopic_probability
115807569,host canceled reservation day arrival automated posting,10,0.9378690955930145
121538955,vincent responsive message go help making enjoyable,-1,0.0
154730844,,2,1.0
144449083,budget accommodation close central ringwood quiet street well maintained house,-1,0.0
350274180,location good amazing view comfortable modern,-1,0.0
347127871,comfortable bed air con heating clean bathroom good shower good host communication easy access look shelley place ticked box thanks shelley back,-1,0.0
144908656,jane place great room good size lot storage light common space comfy cosy location convenient near great cafe bar walking distance city want save transport get home late night public transport thing note listing particularly house rule section give good sense communication style requirement raise concern might best elsewhere requirement particularly unusual difficult however doe want thing attitude communication style trying resolve small issue may everyone,-1,0.0
226116446,enjoyed staying accommodation photo elegant neat clean great city view new appliance good kitchenware want cook desk printer wifi help business trip good facility gym swimming pool well either walk cbd downtown catch tram round corner recommended,-1,0.0
325141994,comfy ensuite bathroom,84,1.0
211470049,big central clean well equipped unique good way,3,1.0
216008318,great book,-1,0.0
249235875,awesome place great vibe,-1,0.0
230057248,convenient location free tram located outside needed provided check procedure easy recommend,1,1.0
342554546,perfect place come back night super chill close made visiting pleasure,-1,0.0
312593290,great khan helpful providing direction advice get around city replied msg fast extremely friendly apt clean tidy recommended everyone thanks hosting khan,85,1.0
67979854,ken great communicate helpful place clean tidy described pleasant,-1,0.0
242949224,thanks another great week beautiful home miss swimming isaac lola pool day,-1,0.0
217590804,comfy easy needed min walk tram shop high st,1,1.0
60318525,great clean comfortable fantastic location perfect need kid loved pool bouldering wall garden terrace community lounge facility excellent useful fridge freezer clothes washing facility meet host correspondence easy message answered promptly picked key seven across road location across road southern cross station easy get airport,-1,0.0
215147050,amazing old house incredible character history heart yarraville never stayed place like,-1,0.0
222458825,good location nice host good house,81,1.0
35781906,alex extremely helpful friendly efficient whole process smooth perfect view amazing location great good public transport fantastic eating experience shopping walking distance mcg,-1,0.0
150426688,value money accommodation get reckon short walk south yarra station chapel st area perfect tanyth recommendation nice well bedroom charming house character,-1,0.0
310716075,prime location great place perfect,63,0.7606643127074503
318935856,sublime appartement et vue sur nuit hadi est int ressant et convivial merci merci,18,0.28726700425002033
140585035,bronnie nice place located cbd st kilda good tram connection bronnie great host invited join activity without intrusive totally recommend place,7,0.3884475018382767
346796612,want place right middle cbd perfect place right next westin hotel regent theater room perfect solo traveller right next shared bathroom downstairs heater temperature get cold get use common amenity upstairs often living room kitchen refrigerator ben belle give privacy need sure help reach ask tip recos city good find traveller already familiar city want get know,0,0.6089502056763381
181009502,friendly great place,-1,0.0
230047336,amazing beautiful home public transport close extremely surprised close cafe restaurant public transport pam justine great host prepared information necessary recommend,-1,0.0
238793211,beautiful clean space lot light lovely ambiance friendly host available required doe impose way enjoyed,17,0.8986588736494687
249807625,muy buena ubicaci vista extraordinarias modernas torres,54,1.0
57746909,listing accurate location great close healesville still secluded private house neat clean required amenity provided,-1,0.0
110514270,zoltan beata lovely host generous time wine house large nicely decorated comfortable street bed comfortable zoltan beata friendly people think beata must good cook food smelling wonderful wish taken kind offer join dinner recommend,-1,0.0
197221538,andy place super conveniently located clean spacious perfect group stayed none couple never wait toilet shower etc hard set key organising within group required overall recommend central located group people andy helpful great communicator,-1,0.0
323605839,wonderful incredible location close sort wonderful suburb earring spot,26,0.5955690273106375
227452205,nice clean accommodation easy walking distance restaurant healesville caroline took wine tasting tour great hostess,4,0.6691095799004602
254989857,convenient location,77,0.7194544454992159
234718276,great location close light rail city lovely view new smart car park lift temperamental simon helpful sorted,-1,0.0
154706843,lovely accommodation great city view described bathroom beautiful although get use huge bath lizzie great host great conversationalist recommend,-1,0.0
263793764,carr cottage needed private secluded beautiful garden outlook meant waking sound local birdlife bungalow well equipped cosy warm host accommodating responsive,21,0.6547456943033865
241352430,great awesome location,69,1.0
37242193,tidy lovely comfortable perfect location close southern cross station easy go everywhere within city julie welcoming organized well really thanks,-1,0.0
152106453,place convenient lynley helpful attentive lot caf restaurant around place public transport easy using hidden map,4,0.7011752510491598
232459391,great host clean tidy great value,17,1.0
333905213,great accommodation provided plus street parking behind large secure fence good access fantastic location close local cafe shop minute walk train line terrific host many thanks,-1,0.0
285509638,gail fue amorosa estuvo atenta en todos los detalle el lugar hermoso per cool muy buen ubicado,54,0.2553777751588467
64269658,nice place well managed friendly host,43,0.9289277476540382
164598145,nice cosy amenity southern cross station opposite,25,1.0
333915774,great space light well thought amazing location close need easy tram train ride city real sanctuary city,1,1.0
17945283,location fantastic walking distance restaurant entertainment shopping public transport studio small best suited short john welcoming helpful,4,0.7838686133770231
215139267,great host excellently located clean back recommended,-1,0.0
193526594,tony made feel like home friend came canada wedding knowing surroundings every morning tony help navigate plan day cup espresso right next transit grocery store major plus house nice quiet neighborhood long day took second fall asleep,-1,0.0
247844297,excellent location high floor clean,3,1.0
111000114,excellently located tidy clean loved,3,1.0
70234441,xin fantastic central min walk central station spacious tidy view lovely check check easy xin helpful responsive staying next thanks great,-1,0.0
250364008,,2,1.0
103871595,perfect house right heart richmond homely spacious couple,59,1.0
271283084,good,38,0.4469450130854639
289243439,,2,1.0
328312846,bed pillow comfy louis boy sooo cool sweet love,-1,0.0
154719823,fantastic location across vogue shopping centre huge supermarket open late gym hip modern lot storage space big bathroom well equipped kitchen fast wifi another great one paul second last high standard perfect host,-1,0.0
110220755,adji team responsive helpful place clean every morning noise minute location nice bit walk city near queen victoria market nice overall nice adji place,70,1.0
104488559,absolutely amazing great location close travel lot work really felt like home away home secure block mike take time show navigate thing located,-1,0.0
125792856,michael absolutely excellent host great guest manual prompt response clean tidy home brilliant location air conditioning make unit perfect,-1,0.0
348944579,brm exceptional great value exactly stated shown photo whole group impressed book given comfy bed lovely shower excellent location wonderful host pristine condition extra coffee machine home made biscuit huge jar coffee ample tea bag sugar flour breakfast cereal shopping trolley clothes wash powder mention,-1,0.0
242737270,tammy exceptional host far surpassed expectation flat clean comfortable trendy amenity make perfect truly caring attentive person always went extra mile assist provide suggestion best part value place fantastic central second tram conveniently located close action grocer downstairs major bank step away incredible food nightlife fingertip etc heartbeat asked better introduction thanks tammy,-1,0.0
349563463,awesome location convenient amenity great communicated email make sure arrived safely checked problem,6,0.4566901733948884
57009828,great unit heart clean well decorated need easy get anywhere felt welcome communication host great thanks,-1,0.0
26266980,rosemary place walking distance public transport quiet location great host see night came back late always fresh towel needed comfy bed full use kitchen washing machine handy recommend rosemary place traveler,-1,0.0
246136891,awesome place great local cafe,4,0.8235678082444304
208968697,thanks cheng really great love sometime,-1,0.0
156544885,,2,1.0
99279713,great location clean new place great hitting great eating place nearby donghang accommodating request worth revisiting,-1,0.0
219182803,clean bright space perfect weekend,3,0.5271197738531298
86834959,debbie place fantastic conveniently located right beside flinders station step away free tram zone supermarket area everywhere within walking distance nice new need make comfortable debbie prompt replying message debbie friendly helpful though never got meet,-1,0.0
332667992,melbun place immaculately clean convenient great location nice view river admin team responsive overall recommend place,3,1.0
154502678,thanks tim inka hosting really friendly caring share lot homemade food environment great facility user friendly recommend timka,-1,0.0
70752478,husband month old baby stayed day perfect need large lounge area baby roll around comfortable bedroom light airy thanks outdoor space fantastic location place score pauline friend made feel welcome juice biscuit etc easiest check bring swimmer heated pool next time great communication thanks pauline,100,1.0
64039826,good time staying host accommodating providing portocot high chair son agreeing early check property gorgeous deb generous time allowing aiden interact pony,-1,0.0
335676484,great cosy terrific host check style communication excellent view unbelievable comfy night rest enjoyed,-1,0.0
62671441,visit charlin candy lovely experience made feel welcome family home charlin attentive helpful recommend comfortable pleasant anyone,50,1.0
222113742,wonderful use space one funky neighborhood fantastic,-1,0.0
120955061,location superb clean neat providing cozy feeling spectecular view location within city convenient staying back next stopover,-1,0.0
241151497,lovely classy elegant place located amazing part loved back x,-1,0.0
153800577,well located middle melb cbd close eatery shop transport unit comfortable living downstairs bed bath upstairs comfortable accessible need,0,1.0
235212503,great space close lot cafe restaurant bar happily unit clean modern host readily contactable sort issue,-1,0.0
231594029,good location clean,3,1.0
337889511,great location great space travelling alone close central tram train hugh great host communication excellent,1,1.0
138061416,fabulous place clean comfortable elisha helpful,23,1.0
92269243,perfect really blown away lovely place welcoming john hesitate return,-1,0.0
160171053,place perfect sister long drive sydney easy following instruction regarding location pick key etc location perfect tram going city right outside door perfect size minimal time spent included parking bonus thankyou accommodating,-1,0.0
67400633,boyfriend loved location recommend place host great always got back within minute,-1,0.0
279884332,na,2,0.6097082658481652
33352043,enjoyed staying naomi clean tidy well furnished comfy pleasant good location near good cafe allpress espresso three bag full bluebird espresso right next tram stop although far walk centre building near major road set back quiet naomi left guide recommendation helpful well myki card use public transport,-1,0.0
216002051,tom susanna hosted daughter two friend could helpful location terrific recommended,-1,0.0
167462441,hi yossi thanks hosting past one week great time staying house really love house superb location near city easy access attraction highway house look exactly photo love design house super comfy central heating working well visit winter season thank,-1,0.0
332658177,clean tidy central suit younger people good communication bring car parking confusing wait lift ridiculous need new couch shocker,-1,0.0
223839050,enjoyed,19,1.0
125260939,studio perfect needed host eye design great space great location rachel really helpful recommend cute studio anyone needing place,-1,0.0
73565543,mix booking got sorted quick smooth great neighbourhood nice clean appartment need long wknd,-1,0.0
257357689,great place,22,0.43967019544043257
191806514,linh place great location sturt street close malthouse theatre art centre place clean bedroom bathroom exactly needed notice street noise construction work close still good night sleep tram stop front nice coffee shop downstairs lovely pool great view bbq rooftop close pm iga close great variety food minute walk south market awesome,-1,0.0
319985632,great place modern needed,22,0.8844525319814074
179181466,great place anna really good host recommend,105,1.0
213397810,great great location,69,1.0
147633817,perfect location soak offer check check absolute breeze,-1,0.0
219175608,rosalie place look amazing gorgeous sunset view come hospitality host rosalie happy assist needed always quick answer question query,-1,0.0
12327722,great centrally located stayed number time however conveniently located david good size premise plenty room david communication clear easy understand thoroughly recommend anyone looking,6,0.3875219481832184
176451442,rented place parent loved clean close train station nice cafe around good distance city peter instruction getting clear responsive message,-1,0.0
277208704,arif absolute legend fuss guy welcome home earth spend money hotel guy like arif around,-1,0.0
223867330,perfect place central quiet lovely front yard made perfect thanks heap,37,0.3928088951983473
350668798,good,38,0.8130355713436843
122744884,nice quiet place people spacious living room comfort bedroom two double bed travelling car nice pick,-1,0.0
250981018,great spacious bedroom secluded street close caulfield park transport great bagel deli lenny like away,110,1.0
127386026,wonderfully convenient location tennis southbank walked everywhere lovely warm welcome concierge service made check easy great facility enjoyed,-1,0.0
345732284,accommodation per mentioned expect get paid good bed warm shower basic necessity location good easily recognized afar note coin operated washer dryer accepting either coin use,-1,0.0
234720100,rosalie place amazing moment walk feel home clean looked exactly like picture view incredible amenity condiment provided thoughtful dog never bother loved around pat play,-1,0.0
352856949,great place location perfect getting around clean need paul communication outstanding leading made feel home recommend anyone,-1,0.0
353181228,great place good view close need,13,0.3840095438258766
314546712,great view really well located access city enjoyed short stroll botanic garden plenty dining option close hand,-1,0.0
57115318,paul gave warm welcome even managed let late checkout super handy nice amazing balcony huge location perfect exploring city minute walk thanks,102,1.0
259844543,doris thoughtful helpful good location great river view enjoyed lovely,13,0.4251645764981548
127608706,wonderful georgia home beautiful home super convenient city tram shop restaurant australian open mcg adult kid perfect bed super comfortable shower perfect georgia supplied wifi tv perfect artwork interior beautiful georgia great style thanks back,-1,0.0
141621164,beautiful earthy accommodation fabulous outlook anne easy communicate,-1,0.0
55104925,great location walking distance main shopping area crown close public transport host helpful arrived provided lot information allowed store bag hour checkout helpful,-1,0.0
120490693,great location forest doorstep back,12,1.0
116696125,large two bedroom attached bathroom living st kilda great,7,0.8503788884577367
231159674,shirley place good privacy need prepare lot major every day need like towel toilet roll soap facial tissue,-1,0.0
26338384,great comfortable well equipped located minute walk going train station minute city center great family owner available mobile,4,0.601744746796997
45956406,whilst compact central easy whilst enjoying perfect host managed help even locked thank annabelle helping,43,0.9514113313962628
327471929,cosy modern great wanting close city food entertainment transport convenient area really enjoyed weekend recommend back sure,4,0.6175123577013617
199453294,kathy nice helpful host place clean well presented recommend,-1,0.0
214917662,miranda fantastic loved designed place felt really complemented culture lifestyle appreciated many touch breakfast item toiletry laundry detergent etc thoughtful indicative went extra mile host make feel like home arrived super fast internet location central easy access transportation sightseeing miranda wonderful interact communicate well absolutely place,-1,0.0
116469656,organized house inviting right rose vase description facility accurate nora welcoming relaxed great family atmosphere household even pet accommodating added interest house garden relaxing pleasant warm pleasant time nora recommend home anyone peter rhonda,50,0.9960893276638351
244582091,great many thanks,-1,0.0
180607177,place brilliant value clean well equipped bigger thought perfect size night away hubbie joseph friendly accommodating look using one room,-1,0.0
85079379,jack communication first rate returning query quickly clean secure facility excellent described location top notch fault thanks jack,-1,0.0
176434448,welcoming clean tidy room found bed bit soft wife okay close airport early morning flight,-1,0.0
226655014,stayed appy place month around xmas new year could fault went seemlesslyfrom check departure lovely easy access offer clean homely terrific bed facility need even though main road parking available quiet nearest supermarket min walk away punt rd good hill bypass place beaut nice touch chocolate food get started recommend,-1,0.0
200277683,nice clean new right near fitzroy,9,0.6531738888119077
242722668,fantastically located walking pretty need tram doorstep beach cbd spotlessly clean amenity could need great look,0,0.6818452634145572
215452694,great clean quiet close cafe restaurant public transport private,-1,0.0
281480273,fantastic location flat excellent great touch make feel home like home baking arrival milk fridge,-1,0.0
27601955,troy home great real pleasure enjoyed immersed greenery comfy feel home photo shown justice bed comfortable happy return future although actually meet troy person time communicated easy warm welcoming easygoing plan changed check great location lovely town like sassafras olinda super close lovely time,-1,0.0
81519299,good great communication location comfortable place recommend great accommodation,-1,0.0
270680841,star apt located hurt mel clean top floor,3,0.517383344618161
153122665,seryn wonderful host super communicative friendly generous gorgeous space convenient location recommend staying seryn,-1,0.0
323547373,great home away home clean warm despite weather come basement next time visit thanks alex great experience,42,1.0
176865706,house great photo live,-1,0.0
115104857,convenient location near cbd area tram station near two mini supermarket right many restaurant waterfront great view check fast hassle overall great place,0,1.0
314558492,renae craig perfect well appointed easy access offer choose,11,0.5208228489298274
120105307,joy place perfect anyone wanting accommodation eastern suburb reasonable price really lovely host,68,1.0
232883432,clean comfortable unit facility better expected perfect location first experience expected returning rachel needed,-1,0.0
159142347,stayed megan ryan went soccer game mcg beautiful lovely within reasonable walking distance mcg bed comfortable luna lovely,-1,0.0
222840094,good,38,0.8993477728866296
139138960,paul place fantastic clean perfectly suitable even went beyond delivered thing checked left place day amazing,-1,0.0
156286174,beautiful friendly host super esty communicate great value ideal location,-1,0.0
41220441,jonathan great easy going guy terrific wonderful facility great view city premium location doorstep recommended,-1,0.0
67132912,sam clem friendly helpful host within walking distance cbd convenient overall enjoyed week long particular mini chat sam night,0,1.0
200292661,,2,1.0
77864666,great location needed comfortable,30,1.0
181485932,quick response owner fast check overall good,24,0.49682336761204415
243688593,amenity could want clean tidy welcoming host,72,0.9464684754247423
211872413,clean nice perfect location recommended,3,1.0
295633022,fantastic place walking distance south market kitchen well equipped spotless relaxing lounge bed comfortable fabulous recommend host terrific communication thoughtful,-1,0.0
59933822,mark welcoming place straight nice bed super comfy location great minute walk sydney rd minute train station construction going next door neighbor often loud went brunswick,-1,0.0
218608217,great place great host air con place fairly breezy okay great location amenity need,-1,0.0
258249159,lily fantastic went way accomodate request immaculate great view well located look forward returning recommend anyone,13,0.34873732287782694
328665355,place people day host friendly supportive guest room bath toilet space improvement clean bathroom,84,0.965827826962792
250980817,great location need improvement floor cleanliness kitchenware one pan two pot pan concave even scramble egg cooking oil flow edge right away pot loose handle pot body seems danger falling apart whenever held water filled shower room sealed need pay great attention otherwise bathroom floor spilled water shower,-1,0.0
194110364,walwa lovely house beautifully renovated fitted location fantastic close tram lygon street bed comfortable lovely roomy bathroom well laid living area lovely light filled galley kitchen well equipped want cook felt home nice coming warm welcoming house end long day thank morgan,-1,0.0
269158266,fabulous location close prahran market great range cafe shop restaurant within walking distance train tram close easy access chapel street lani responsive easy access house grateful late check sunday group lovely weekend getaway,4,0.731223411636915
330705432,fantastic experience first experience using air bnb communication james super fast question dealt answered place super clean many extra personal touch right milk fridge miki card table making super comfortable speaking comfortable bed amazing walking distance stylish modern decor book place thanks,15,1.0
40259194,communication key pickup ian great communicating relatively quick spot met mel front building pick key generally worked without trouble noted mel seems really nice straight forward person great first impression addition communicating ian simple clean doe job frill need place exploring think good option keep eye price seems fluctuate without explanation location located across street regional train station skybus anyone flying locker store thing arrive check within minute walk eatery free tram located within waking distance generally located outside hustle bustle aware food drink scene generally good location access good number including supernormal eau du vie vue monde boiler maker etc concern internet slow might due equipment since power cycled router however laptop android iphone ipad two device connected secure wifi figure nevertheless problem traced back one source keep mind dependent wifi modern world seems wind tunnel affect creates whistling noise compensated placing towel wet dry main door heavy sleeper whistling sound white noise light sleeper want fix problem going bed ian fix problem symptom building built use tv assume work overall review book price right pay aud otherwise probably find another location central offer bang buck aud speaking hostel although extremely well researched like concierge service help verify learned best way discover city speak local hotel concierge generally good place start help cut b help maximize time money travel otherwise good basic home base ian reliable true advertisement trust listing,61,0.3232109304998543
341799031,helen real super host easy communicate place beautiful loved house hospitality place quiet clean helen always helpful,-1,0.0
63729951,communication jinny excellent problem wifi relentlessly pursued jinny problem fixed grateful great location walking distance best cafe,61,1.0
229665179,silviana clean welcoming close amenity around city especially southbank park tennis precinct enjoyed communication excellent required silviana easily contactable recommend staying,-1,0.0
98372210,host canceled reservation day arrival automated posting,10,0.8859487696537492
338922554,hereford house spacious spotless stylish lot window take spectacular view fabulous getaway hamper delicious good left appreciated delightful surprise thank fiona hospitality amazing house,-1,0.0
330712362,good house location,12,1.0
196650400,super pad close boris fantastic deal helpful,11,0.6276055311018806
242948987,helpful host amazing location,31,0.5199609421883119
229479273,julias genuine place opinion best kind accomodation offer many detail feel julia really love flat happy share location south yarra superb end beautiful quiet street window open may hear one bigger street along river though moment two construction site close busy communication julia quick friendly helpful thanks love come back,-1,0.0
263761411,great location opposite mcg perfect footy weekend,-1,0.0
136019202,really good location clean comfortable host easy communicate recommend,-1,0.0
60200614,nil,2,0.8310007536157487
99237003,busy enjoyed quietness place,37,1.0
353865880,beautiful space clean needed great host friendly,17,0.9976616355791966
71436367,julie house simply stunning lovely feel home fantastic travelling kid toy pram cot high chair area great never cook meal transport easy wonderful time wait return thanks julie generous helpful host,50,0.9634362837012924
180250196,,2,1.0
227734871,nice room normal size indian family total room rent guest share bathroom toilet seperate guest really easy going family could check really late lot rule marked house see airbnbs yet extra like taking bath wash pay extra problem worth mentioning see airbnbs yet many thanks best,15,0.9389055585992929
62121911,great place super clean comfortable get central next time available,23,0.870179892619767
104656704,lovely couple made feel home flat spotless able use spice oil etc cooking basic amenity like shampoo provided nice touch willing provide information go emjoyed thanks recommend,-1,0.0
280695121,good place big bedroom excellent view w clean keep extra security bond,-1,0.0
348944036,great place great location,48,1.0
290153603,place nice good value located super convenient location clean isabella jean helpful accommodating,-1,0.0
95666781,good accommodation amenity one looking well stocked respect well furnished eva positive forthcoming got good response however host available time happened home mostly sudden sickness needed certain assistance term thing input australia got delayed first day reason beyond overall comfortable recommend others,-1,0.0
311694006,amazing house antic looking outside modern decoration inside good location easy check recommend family enjoy lot said come city must,12,0.9613727940882931
87747462,comfortable friendly helpful great communication,6,0.39968515894200635
239451159,,2,0.9012591871246529
143659345,gorgeous easy access walkability awrsome steet parking great tea coffee facility washing machine perfect business pleasure thank jo love,99,1.0
276485697,never awesome experience whole entire life raluca awesome person really kindly warm heart really moved personality house best enjoyed super beautifull view perfect heart felt thank raluca treasure beautiful memory house,-1,0.0
85157126,family six enjoyable night renee house kid age neighbourhood lot park two excellent coffee shop within walking distance coffee better brother nancy atmosphere better west house clean spacious open plan living dining kitchen area great space tv huge plus hard drive full movie lounge comfy bed although personally found king bed master bed room bit firm one room back deck bother two eldest child enjoyed place escape basic place make great place renee responsive host given star attention detail lacking number point thing add example top sheet bed fitted sheet doona top bar soap supplied use shower dish cloth kitchen battery one remote water upstairs shower go everywhere need squeegeed back drain doormat inside back door people coming going back bedroom wipe foot arrived one wine glass house sent renee text dropped around box wine glass next day say thing minor sure renee fixed jiffy asked felt minor worth troubling overall great renee house,-1,0.0
240482893,,2,1.0
68694577,second time chris elle beautiful love place wonderful location go back thank,112,1.0
215815671,initial issue cleaning arrived house host air b b helpful sorted quickly house great location heart fitzroy surrounded amazing selection restaurant cafe bar far enough away noise bother recommend julian house anyone looking fitzroy travelled young son think loved area bit edgy baby recommend family toddler,9,0.2122021986708433
244902568,beautiful venue wonderful view fantastic facility,-1,0.0
299411079,studio light pleasant quiet place compact well equipped nice garden setting access easy via side gate parking problem couple found worked well several week perhaps longer better one person host pleasant helpful spot communication location excellent close transport close city great shop cafe etc,-1,0.0
266351906,amazing place easy get comfortable hot shower incredible unit need close cafe restaurant public transport extended family able visit private function swan street heap room enjoy company family friend quiet private recommended,15,0.8278145598974603
338547577,excellent amenity thoughtful touch fantastic location already planning next trip,-1,0.0
112641206,excellent location lost space nice warm welcoming feel,56,0.35040097865147507
311273778,accurate private close transport clean tidy,44,0.8899098884626512
284658965,great place lovely location fantastic loved host recommend staying,-1,0.0
23927681,peter fantastic host friendly welcoming lot info local area lived many year excellent location quiet street brunswick st fitzroy nice quiet area still close action museum minute walk away tram stop close take centre renovated brand new enjoyed sitting balcony tree around recommended,9,0.39301174354766355
113799857,tr bon accueil et tr bon emplacement dans carlton perfect stayed four night enough,18,1.0
165743135,beautiful place fantastic location walking distance amazing styling totally loved,34,0.38758410349565325
237681350,hospitality capital h generous host shauna ross created oasis eastern suburb beautifully decorated furnished double glass door lead beautiful garden traveller might need thought find stocked bathroom kitchen living room back,103,1.0
347816374,great spot close,35,0.7534183312043945
289262698,experience terrible middle winter house almost heating freezing hot water travel bit work worst experience ever host offered compensate believe fair compensation known state property stayed,14,0.5854006482969177
255865608,clean room need two easy get nice area met jennifer throughout super friendly recommend,74,1.0
75889196,cristina made thing easy check tad late nicest flexible host ever offering late check timing house cosy accessible around walking distance luna park make even better dog coco extremely cute friendly loved cuddling awesome,-1,0.0
256542090,wonderful time julie place amenity view brightness wall window hospitality julie showed beyond certainly made time feel like home wonderful thing st kilda offer right doorstep resident building pleasant friendly quiet pleasure meeting julie thank,-1,0.0
341037051,super kind host wonderful place flexible check clean appart liked recommend host,17,1.0
129716810,nice modern home,20,0.334801839877455
136289178,great flat right gertrude st perfect,-1,0.0
255865214,amazing location fantastic view really great host recommend place,33,0.8474596150760353
329846846,great location close public transport pub cafe nice neat accommodation need dani shaun great host recommend staying cheer guy great,-1,0.0
22313024,barbara wonderful host wife year old relaxing long weekend really beautiful peaceful barbara garden studio small touch studio perfect recommended,-1,0.0
316721578,need perfect place ro melb cbd found nina gary beautiful comfortable convenient take good care even like used staying city thankyou christine stuart,0,1.0
18996441,louise home wonderful place beautiful property perfect view husband friendly fed played lovely kangaroo baby stayed one night short hope chance,-1,0.0
289659571,,2,0.8948482894439669
274732213,great place short walk central free tram need hugh ashlee responded query super fast made easy,1,1.0
132097863,room gorgeous well kept back main residence paul gary hospitable conscious space generous absolutely lovely couple slight muck around key one fault thankyou,-1,0.0
106912003,maggie perfect host warm hospitality made feel right home handmade jam delicious bonus cat super cute bedroom quiet comfortable made yarra valley trip homely like,-1,0.0
208072187,paul paula place true home away home lovely place super location short long trip thought could possibly need tea coffee supply bread freezer cook like need waiting visit,-1,0.0
269768890,fantastic cottage perfect weekend away,21,1.0
207796187,accessible part city stylish surprisingly spacious great value money perfect area,11,0.7020524430553241
203885799,nice cosy place st kilda area close everywhere come back sure,7,0.5316153218500337
81304708,location location location visiting business purpose going keep hotel room place cover basic necessity ideally situated heart city basic secure amenity swipe card entry room building elevator wifi purchased per hr reception exercise room th floor albeit accurate description exercise bike tv th floor place appropriately described snug whole heap room inside content clean tidy functional likely given reasonable price host offer car park casino walk away venue however street parking front unreasonably priced free late evening til early morning,-1,0.0
139412192,really nice excellent facility central excellent access transport link,-1,0.0
189157445,close beach unit clean tidy spacious,3,0.8835703553063455
351422599,great place clean close,3,1.0
287194239,daniel place great easy get everywhere space comfortable two described clean,23,0.3524946945788807
331375206,host canceled reservation day arrival automated posting,10,0.9752979004761172
143464748,beautiful comfortable modern style wish could stayed longer,-1,0.0
251967925,amazing central location train tram stop self great nice clean could maybe cooking utensil apart one problem,1,0.9031656012372408
141372342,great place great host talk,67,1.0
186190537,relax comfortable home recommended,-1,0.0
264824604,loved monopoly table,8,0.4170082848904107
125619304,space modern clean host communicated timely manner short walk shopping beach book next time come,-1,0.0
274710194,,2,1.0
355082506,good place quiet modern clean nice host,-1,0.0
354453458,put family town jasmina lovely place absolutely adored comfortable space great price,-1,0.0
248163960,beautiful bright spacious great location close need jame handled ease made last minute booking seem like problem really enjoyed recommend,-1,0.0
255881981,great place location,48,0.2536866555427874
142570259,clean good location close public transport daniel attentive always available question,44,0.6690288287023509
115446308,lovely comfortable place louise made fantastic reccomendations local area appreciated,-1,0.0
57699750,great time staying alex situated convenient location min walk shopping district min queen victoria market free tram zone alex picked airport small fee gave brief tour city surroundings helpful detailed introduction knew operate place well kept convenient great view thank alex giving fine experience living city,70,0.8281301727249865
154300952,nice place thing brand new like metre southern cross station convenient takea train tram skybus choose place come,1,1.0
9915629,nadeen family lovely great location house perfect furniture made recycled wood first floor house homely work michael artist wood think room large equipped necessary nadeen helped lot early day city think better place wan na see thanks nadeen,-1,0.0
154699045,lovely clean accurate serviced parking arranged huge parking lot right behind building extra guest visiting lot space cooking minute walk crown promenade min walk flinders street station get anywhere everywhere within plenty room two bedroom multiple air mattress clean bathroom overall pleasant thanks taj emma,-1,0.0
113278968,stayed keeley lane week work project dog zac loved every minute true home away home first enquiry rebecca family delightful deal responsive arrived house warmly welcome felt immediately home many extra provided unexpected greatly appreciated house great location cafe restaurant park close cbd choice tram loved thank rebecca family merci beaucoup jenny domi zac xxx,91,1.0
349594652,hidden gem tucked away central location wonderful time adult small child everyone enjoy lodge perfect family getaway especially big outdoor entertainment area recommend go back,-1,0.0
143912374,pete place fantastic view skyline amazing super hospital leaving treat aswell,-1,0.0
343212098,great host lovely place,67,0.7332878186494863
233760949,great place comfortable bed amazing cafe stair,5,0.8355730151894795
342939703,wonderful facility sparkling clean delightful host,72,0.9100886968717079
328347215,great host nice convenient place great,43,0.9514113313962628
26049092,immaculately presented perfect requirement base convenient city centre australian open tennis comfortable nicely furnished reflected ed cindy care attention even smallest detail someone spent lifetime travel industry still owns holiday business uk small touch appreciated ed cindy could accommodating sure back,-1,0.0
116469376,amazing room relaxing feel carole lovely helpful,-1,0.0
284666389,good location,92,1.0
289650922,recommend easy access close transport,44,1.0
200269364,wonderful lovely home great location perfect entertaining ideal young kid heap toy game hear train going past noisy honest thought kind cool short walk two different station least two different tram line car needed easy get around lovely park road spacious light airy mod con greg filled house thoughtful welcoming touch even street parking permit try future,-1,0.0
247004992,excellent host clean spacious house use facility mick made every effort ensure comfortable plenty tip enjoying local area house minute walk st kildas best restaurant bar beach theme park looking forward staying,7,0.42228776980470917
257940187,nice clean cbd,0,1.0
136288036,nice clean room super friendly host expected great come,17,0.8956279838532877
308630019,lovely place back,88,1.0
28438258,booked night ewen place attend cricket world cup mcg thoroughly enjoyable room upstairs effectively self contained comfortable like studio without kitchen modern bathroom ewen good host meeting arrival showing around house facility provided useful tip exploring place eat ewen really made feel comfortable ease helping train timetable even dropping station running late gracious let keep luggage home final day checking house walking distance mcg sport precinct well connected town train end road tram running local area,-1,0.0
199427952,crown david jones cityview nice mel,-1,0.0
122181663,epic perfectly placed behind chapel street easiest access shopping great bar restaurant immaculately presented incredible view city western sky perfect,-1,0.0
326235778,,2,1.0
128987098,steve place great perfect location beautifully renovated house comfortable easy,-1,0.0
110659445,lovely house day visit house provided pleasant two family located park nearby kid loved running around convenient located far away city center supermarket close host responsive inquiry providing access house upon arrival,91,1.0
123555592,hannah place perfect location walking distance city south yarra tram right front get myki card almost next door hannah met provided breakfast supply showed around ask better place explore city,-1,0.0
